"売上番号","明細番号","日付","顧客番号","顧客名","担当者","地区","商品番号","商品名","商品分類","価格","数量","計"
282,400,2013/10/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
283,401,2013/10/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
283,402,2013/10/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
284,403,2013/10/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
284,404,2013/10/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,7,\19600
284,405,2013/10/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,1,\5000
285,406,2013/10/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
285,407,2013/10/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
286,408,2013/10/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
286,409,2013/10/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
287,410,2013/10/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
288,411,2013/10/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
288,412,2013/10/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
289,413,2013/10/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
289,414,2013/10/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
290,415,2013/10/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
290,416,2013/10/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
290,417,2013/10/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
291,418,2013/10/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
291,419,2013/10/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
292,420,2013/10/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
292,421,2013/10/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
292,422,2013/10/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
293,423,2013/10/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
293,424,2013/10/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
294,425,2013/10/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
294,426,2013/10/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
295,427,2013/10/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
295,428,2013/10/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,5,\25000
296,429,2013/10/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
296,430,2013/10/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
297,431,2013/10/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
298,432,2013/10/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
298,433,2013/10/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
299,434,2013/10/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
299,435,2013/10/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
300,436,2013/10/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
300,437,2013/10/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,8,\15200
300,438,2013/10/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
301,439,2013/11/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
301,440,2013/11/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
302,441,2013/11/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
302,442,2013/11/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
302,443,2013/11/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,6,\16800
303,444,2013/11/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
303,445,2013/11/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
304,446,2013/11/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,6,\21000
304,447,2013/11/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
304,448,2013/11/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,1,\5000
305,449,2013/11/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,6,\21000
305,450,2013/11/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
306,451,2013/11/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,4,\10000
306,452,2013/11/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
307,453,2013/11/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
307,454,2013/11/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","O_1001","クリアケース","事務用品",\2500,1,\2500
307,455,2013/11/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","O_1003","カラーメモシール","事務用品",\2800,1,\2800
308,456,2013/11/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
308,457,2013/11/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
309,458,2013/11/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,12,\42000
309,459,2013/11/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
310,460,2013/11/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
310,461,2013/11/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
310,462,2013/11/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
311,463,2013/11/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
311,464,2013/11/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
312,465,2013/11/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
312,466,2013/11/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
312,467,2013/11/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,10,\28000
313,468,2013/11/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
313,469,2013/11/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
314,470,2013/11/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
314,471,2013/11/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
315,472,2013/11/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,10,\35000
315,473,2013/11/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
316,474,2013/11/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
316,475,2013/11/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
317,476,2013/11/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,8,\22400
318,477,2013/11/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
318,478,2013/11/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
319,479,2013/11/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
319,480,2013/11/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,4,\11200
320,481,2013/11/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
320,482,2013/11/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
320,483,2013/11/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
321,484,2013/12/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
321,485,2013/12/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
322,486,2013/12/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
322,487,2013/12/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
322,488,2013/12/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
323,489,2013/12/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,8,\22400
323,490,2013/12/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,12,\34800
324,491,2013/12/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
324,492,2013/12/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
324,493,2013/12/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,1,\5000
325,494,2013/12/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
325,495,2013/12/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,8,\40000
326,496,2013/12/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
326,497,2013/12/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
327,498,2013/12/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
328,499,2013/12/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
328,500,2013/12/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,8,\36000
329,501,2013/12/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
329,502,2013/12/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,4,\11200
330,503,2013/12/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
330,504,2013/12/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
330,505,2013/12/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
331,506,2013/12/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
331,507,2013/12/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
332,508,2013/12/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
332,509,2013/12/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
332,510,2013/12/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,6,\16800
333,511,2013/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,5,\14000
333,512,2013/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1002","段ボール箱（小）","梱包材",\1900,2,\3800
333,513,2013/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
333,514,2013/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","O_1002","軽量バインダー","事務用品",\3500,2,\7000
334,515,2013/12/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,6,\21000
334,516,2013/12/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,7,\19600
335,517,2013/12/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,6,\21000
335,518,2013/12/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,6,\30000
336,519,2013/12/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,4,\10000
336,520,2013/12/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
337,521,2013/12/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
338,522,2013/12/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
338,523,2013/12/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
339,524,2013/12/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,12,\42000
339,525,2013/12/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
340,526,2013/12/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
340,527,2013/12/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
340,528,2013/12/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
341,529,2014/1/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
341,530,2014/1/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
342,531,2014/1/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
342,532,2014/1/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
342,533,2014/1/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
343,534,2014/1/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,6,\16800
343,535,2014/1/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
344,536,2014/1/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
344,537,2014/1/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
344,538,2014/1/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
345,539,2014/1/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
345,540,2014/1/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
346,541,2014/1/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
346,542,2014/1/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,5,\17500
347,543,2014/1/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
348,544,2014/1/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
348,545,2014/1/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
349,546,2014/1/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
349,547,2014/1/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
350,548,2014/1/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
350,549,2014/1/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,12,\22800
350,550,2014/1/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
351,551,2014/1/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
351,552,2014/1/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
352,553,2014/1/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
352,554,2014/1/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
352,555,2014/1/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
353,556,2014/1/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
353,557,2014/1/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
354,558,2014/1/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
354,559,2014/1/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
355,560,2014/1/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
355,561,2014/1/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,5,\25000
356,562,2014/1/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
356,563,2014/1/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
357,564,2014/1/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,8,\22400
358,565,2014/1/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
358,566,2014/1/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
359,567,2014/1/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
359,568,2014/1/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
360,569,2014/1/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
360,570,2014/1/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,12,\22800
360,571,2014/1/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
361,572,2014/2/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
361,573,2014/2/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
362,574,2014/2/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
362,575,2014/2/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
362,576,2014/2/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,6,\16800
363,577,2014/2/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
363,578,2014/2/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
364,579,2014/2/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,6,\21000
364,580,2014/2/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
364,581,2014/2/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
365,582,2014/2/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,10,\35000
365,583,2014/2/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
366,584,2014/2/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,4,\10000
366,585,2014/2/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
367,586,2014/2/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
368,587,2014/2/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
368,588,2014/2/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
369,589,2014/2/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
369,590,2014/2/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
370,591,2014/2/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,12,\33600
370,592,2014/2/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
370,593,2014/2/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
371,594,2014/2/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
371,595,2014/2/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
372,596,2014/2/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
372,597,2014/2/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,12,\33600
372,598,2014/2/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
373,599,2014/2/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
